,text
1501,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitim ile alınacak dersler nasıl seçilir?[/INST]  Yüz yüze eğitim ile alınması gereken dersler bu eğitimin alınacağı okul/kurumlar tarafından seçilir. Öğrenci her dönem verilen dersleri okula devam ederek alır.</s>
1502,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitim kaç dönemde biter?[/INST]  Yüz yüze eğitim; ilköğretim/ortaokul mezunu veya tasdikname ile Mesleki Açık Öğretim Lisesine kayıt yaptıranlar için 6 dönemde, lise diploması ile kayıt yaptıran lise diplomalılardan en az 8 (sekiz) kişilik grup oluşması halinde 4 dönemde, grup oluşmaması halinde diğer gruptaki öğrencilerle devam etmeleri durumunda ise 6 dönemde bitirebilirler.</s>"
1503,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitim ne zaman başlar?[/INST]  Yüze yüze eğitim; İlköğretim /ortaokul mezunu olarak kayıt yaptıranlar için 3. Dönemde, Tasdikname ile kayıt yaptıranlar için tasdiknamesinden getirdiği dönem dikkate alınarak 3. dönemde,  Lise diploması ile kayıt yaptıranlar ise grup oluştuğunda hemen başlar.</s>"
1504,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitim nedir?[/INST]  Öğretim programlarında öngörülen derslerin teorik ve uygulamalı eğitimi; öğretmen gözetiminde yüz yüze eğitimin yapıldığı okul/kurumlarda veya işletmelerin derslik, atölye ve laboratuvar ortamlarında, işletmelerde ise usta öğretici/eğitici gözetiminde uygun ortamlarda bir öğretim yılında 2 dönem yapılan eğitime denir.</s>"
1505,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Askerliğimi erteleyebilir miyim?[/INST]  Mesleki Açık Öğretim Lisesine kayıtlı öğrenciler 7179 sayılı Asker Alma Kanununa göre askerliklerini erteleyebilirler. Askerlik erteleme belgesini (EK - C2) e-devlet üzerinden veya kayıtlı oldukları yüz yüze eğittim okul/kurumlarından alabilirler.</s>
1506,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Öğrenci belgesine ihtiyacım var. Nasıl temin edebilirim?[/INST]  E-devlet üzerinden veya kayıtlı olduğunuz yüz yüze eğitim kurumuna başvurarak öğrenci belgesi alabilirsiniz.</s>
1507,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Dosyası merkezde arşivlenen öğrencilerin belgeleri nasıl gönderilecektir?[/INST]  Öğrencilerin arşivde bulunan bütün belgeleri arşivde elektronik ortama aktarıldığından istenmediği sürece belge gönderilmesi yapılmayacaktır.</s>
1508,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yüz yüze eğitimini bitiren öğrencilerin belgeleri ve dosyaları Mesleki Açık Öğretim Lisesine nasıl gönderilir?[/INST]  Öğrencilerin bütün belgeleri elektronik ortama aktarılacağından, özellikle istenmediği sürece herhangi bir belge gönderilmeyecektir.</s>"
1509,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Kalfalık ve ustalık belgem var. Kültür derslerinden muaf olabilir miyim?[/INST]  İlköğretim okulu/ortaokuldan mezun olduktan sonra kalfalık belgesi alan ve bu belgelerini yüz yüze eğitim aldıkları kuruma ibraz eden öğrenciler 9. Sınıfın kültür derslerinden muaf olurlar. Öğrenciler bu derslerin kredilerini kazanmış sayılırlar.</s>
1510,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Hatalı yatırdığım ücretin iadesini alabilir miyim?[/INST]  Yeni kayıt veya kayıt yenileme ücreti yatırdığı halde bu ücret ile herhangi bir işlem yaptırmayanların bu döneme ait kayıt ücreti, öğrencilerin herhangi bir başvurusu alınmadan ilgili dönemin tüm işlemleri tamamlandıktan sonra öğrencilerin T.C. kimlik numaralarına Ziraat Bankalarında iade işlemi yapılmaktadır. Öğrencilerin bu işlem için dilekçe vermelerine hesap numarası göndermelerine gerek yoktur. İşlem yaptırmadıkları sınav için o sınav sonuçları açıklandıktan sonra Ziraat Bankası şubelerinden herhangi birine giderek T.C. Kimlik Numaralarını ibraz edip ücretlerinin iade edilip edilmediğini öğrenebilirler. (Sınav itiraz ücreti diye yatırılan ücretlerin geri iadesi yapılmamaktadır).</s>"
1511,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Kimlik bilgilerimde değişiklik olduğunda ne yapmalıyım?[/INST]  Kayıtlı olduğunuz okul/kurumda, kayıt yenileme dönemlerinde kimlik bilgilerinizi güncelletmelisiniz.</s>"
1512,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Mesleki Açık Öğretim Lisesinde devam mecburiyeti var mı?[/INST]  Yüz yüze eğitim ile alınması gereken alan/dal derslerinde devam mecburiyeti vardır. Öğrenciler bu derslere okulun/kurumun belirlediği plan çerçevesinde hafta sonu veya akşamları devam etmek zorundadır.</s>
1513,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Şifremi unuttum. Ne yapmalıyım?[/INST]  Kayıtlı olduğunuz okul/kurum müdürlüğünden veya Milli Eğitim Bakanlığı İletişim Merkezi'ni (MEBİM 444 0 632) telefon ile arayarak yeniden şifre almanız gerekiyor.</s>
1514,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Olgunlaşma enstitüsüne öğrenci/kursiyer olarak nasıl kayıt yaptırabilirim?[/INST]  11.04.2018 tarihli ve 30388 sayılı Resmî Gazete’de yayımlanan Millî Eğitim Bakanlığı Hayat Boyu Öğrenme Kurumları Yönetmeliğinin 43’üncü Maddesinin 1, 2, 3, 4, 5, 6, 7’inci fıkralarına göre kayıt yaptırılır.</s>"
1515,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Usta öğretici alımları nasıl yapılmaktadır?[/INST]  Usta Öğretici alımları 11.04.2018 tarihli ve 30388 sayılı Resmî Gazete’de yayımlanan Millî Eğitim Bakanlığı Hayat Boyu Öğrenme Kurumları Yönetmeliği ve Millî Eğitim Bakanlığı Hayat Boyu Öğrenme Genel Müdürlüğünün 29.08.2019 tarihli ve 15604032 sayılı 2019/14 Genelgesi doğrultusunda yapılmaktadır.</s>
1516,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yabancı uyruklu vatandaşlarda okuma yazma kurslarına katılabilirler mi?[/INST]  Okuma yazma bilmeyen ancak Türkçe bilen yabancı uyruklu vatandaşlar okuma yazma kurslarına katılabilirler.</s>
1517,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Soru 15. Okuryazarlık Seferberliğinin bitiş tarihi nedir?[/INST]  Okuryazarlık Seferberliği 5 Şubat 2018 Tarihinde başlamıştır. Seferberlik ülkemizde okumaz yazmaz kalmayıncaya kadar devam edecektir.</s>
1518,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yetişkin okuma yazma kurslarında hangi öğretmenler görevlendirilir?[/INST]  Okuma Yazma Kurslarında öncelikli olarak sınıf öğretmenleri görevlendirilir. Ancak sınıf öğretmeninin bulunamadığı durumlar için Genel Müdürlüğümüzün yayınlamış olduğu “Kurslarda Öğretici Görevlendirme” ve “Okuryazarlık Seferberliği Kapsamında Öğretici Görevlendirme” ile ilgili resmi yazılara</s>
1519,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yetişkin Okuma Yazma Eğitimi Kurslarının süresi ne kadardır.[/INST]  Yoğunlaştırılmış Temel Düzey Okuma Yazma Eğitimi Kursunun süresi 80 - 120 ders saati arasındadır. Yetişkinler II. Kademe Okuma Yazma Eğitimi Kursunun süresi ise 180 ders saatidir. Haftalık ders saati halk eğitim merkezi müdürlüklerince kurum olanakları, ders ücreti yönetmeliği ve kursiyerlerin istekleri göz önünde tutularak belirlenmektedir.</s>"
1520,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Okuma yazma öğrenmek isteyen engelli bireyler halk eğitimi merkezlerindeki yetişkin okuma yazma kurslarına katılabilirler mi?[/INST]  Evet katılabilirler. Bireysel olarak ya da dernekleri aracılığıyla halk eğitim merkezlerine başvurabilirler. Ortopedik engelli, az gören engelli ve az duyan engelli bireyler halk eğitimi merkezlerindeki yetişkin okuma yazma kurslarına katılabilirler. İşitme engelli, görme engelli ve zihinsel engelli yetişkinler için ise halk eğitim merkezlerinde RAM ile işbirliği içerisinde özel öğretim öğretmeni görevlendirildiği takdirde kurs açılabilir.</s>"
1521,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yetişkin Okuma Yazma Eğitimi Kurslarında başarısız olunması halinde bu kurslara tekrar devam edilebilir mi?[/INST]  Kurslarda başarısız olunması halinde bu kurslara 2 kez daha kayıt yaptırılabilir.</s>
1522,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yetişkinler II. Kademe Eğitim Başarı Belgesi nedir, ne işe yarar?[/INST]  Yetişkinler II. Kademe Eğitimi kurslarını başarı ile bitirenlere verilen belgeye “Yetişkinler II. Kademe Eğitimi Başarı Belgesi” denir. Bu belge ilkokul eğitimine denk sayılır. Ayrıca; bu belgeye sahip olanlar Açık Öğretim Orta Okuluna ve ehliyet alabilmek için sürücü kurslarına kayıt yaptırabilirler.</s>"
1523,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Okur Yazarlık Belgesi nedir, ne işe yarar?[/INST]  Yoğunlaştırılmış Temel Düzey Okuma Yazma Eğitimi Kursuna başarı ile bitiren yetişkinlere verilen belgeye “Okur Yazarlık Belgesi” denir. Okur Yazarlık Belgesi sahip olanlar II. Kademe Okuma Yazma Eğitimi Kurslarına katılmaya hak kazanırlar.</s>"
1524,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yetişkin Okuma Yazma eğitimine yönelik olarak hazırlanan materyallere nasıl ulaşılabilir.[/INST]  Ders kitapları (okuma ve alıştırma kitapları) Kurslara kayıt olan yetişkinlere, halk eğitimi merkezi müdürlüklerince ücretsiz olarak verilir. Ayrıca bu kitaplara http://www.hbo.gov.tr/OgrenmeFirsatlari/YetiskinOkumaYazma/Kaynaklar adresinden elektronik ortamda ulaşılabilir. Ayrıca YEĞİTEK EBA Stüdyolarında çekimi yapılan Yoğunlaştırılmış Temel Düzey Okuma Yazma Eğitimine ilişkin ders videoları http://www.eba.gov.tr/videoizle/hbotv-yogunlastirilmis-temel-duzel-okuma-yazma İnternet adresinden yayımlanmaktadır.</s>"
1525,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>II. Kademe Seviye Tespit sınavı ne demektir?[/INST]  Okur Yazarlık Belgesi ya da İlkokulu 3 veya 4. Sınıftan ayrılmış olduğunu gösteren öğrenim belgesi olan, zorunlu ilköğrenim çağı dışına çıkmış (14 yaşını bitirmiş olanlar) vatandaşlarımız başvurabilirler. Bu sınavı başarı ile geçen yetişkinlere II. Kademe Eğitimi Başarı Belgesi verilir.</s>"
1526,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>I. Kademe Seviye Tespit sınavı ne demektir?[/INST]  Herhangi bir şekilde okuma yazma öğrenenler, halk eğitimi merkezlerine başvurdukları takdirde oluşturulacak bir komisyon tarafından I. Kademe Seviye Tespit sınavına alınırlar. Başarılı olanlara Okur Yazarlık Belgesi düzenlenir. Okur Yazarlık Belgesine sahip olanlar II. Kademe Kurslara katılmaya hak kazanırlar.</s>"
1527,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yetişkin Okuma Yazma Eğitimi Kurslarına kayıt ücreti ödenir mi?[/INST]  Halk eğitimi merkezi müdürlüklerinde açılan Yetişkinler Okuma Yazma Eğitimi Kurslarına kayıt olmak için vatandaşlardan herhangi bir ücret alınmaz.</s>
1528,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yetişkin okuma yazma eğitimi kurslarına başvurmak için gerekli belgeler nelerdir?[/INST]  Nüfus cüzdanı. Varsa ilkokuldan ayrılmış olduğu sınıfı gösteren öğrenim belgesi.</s>
1529,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yetişkin okuma yazma eğitimi kurslarına nasıl başvurabilirim?[/INST]  Adresinize en yakın halk eğitimi merkezi müdürlüğüne başvurabilirsiniz. Kurs açılması için katılımcı sayısı şartı yoktur (Bir kişinin başvurusu halinde dahi Yetişkinler Okuma Yazma Öğretimi Kursu açılır).</s>
1530,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yetişkinler II. Kademe Okuma Yazma Eğitimi Kursuna kimler katılabilir?[/INST]  Okur Yazarlık Belgesi olan, okuma yazma bilen ve ilkokulu 3 veya 4. sınıfta terk etmiş, ilkokul diploması olmayan zorunlu ilköğrenim çağı dışına çıkmış (14 yaşını bitirmiş olanlar)  yetişkinler katılabilir. http://www.hbo.gov.tr/OgrenmeFirsatlari/YetiskinOkumaYazma/Mevzuat  adresinden ulaşılabilir.</s>"
1531,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Yoğunlaştırılmış Temel Düzey Okuma Yazma Eğitimi Kursuna kimler katılabilir?[/INST]  Zorunlu ilköğretim çağı dışında kalmış (14 yaşını bitirmiş olanlar) okuma-yazma bilmeyen yetişkinler katılabilir</s>
1532,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Uyum sınıflarının e-Okul iş ve işlemleri nasıl yürütülür?[/INST]  Uyum sınıfları iş ve işlemleri e-okul sisteminde yer alan Yabancı Öğrenci Uyum İşlemleri Modülü Kılavuzuna göre yürütülür.</s>
1533,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>PIKTES Türkçe Öğreticileri e-okul sistemine nasıl veri girişi yapacaklar?[/INST]  PIKTES kapsamındaki Türkçe Öğreticiler, ücretli öğretmen gibi il/ilçe müdürlüklerince MEBBİS Modülüne tanımlanacaktır.</s>"
1534,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Uyum sınıflarında hangi öğretmenler görevlendirilir?[/INST]  Uyum sınıflarında öğretmen görevlendirilmesinde aşağıdaki sıralamaya dikkat edilecektir. ·         26 PIKTES uygulama ilinde (Adana, Adıyaman, Ankara, Antalya, Batman, Bursa, Çorum, Diyarbakır, Eskişehir, Gaziantep, Hatay, İstanbul, İzmir, Kahramanmaraş, Kayseri, Kilis, Kocaeli, Konya, Malatya, Mardin, Mersin, Osmaniye, Sakarya, Samsun, Şanlıurfa, Yalova) Proje kapsamında istihdam edilen Türkçe öğreticileri, ·         Türkçe/Türk dili ve edebiyatı öğretmeni, sınıf öğretmeni ve yabancı dil öğretmenlerinden (kadrolu veya sözleşmeli) norm fazlası olanlar, maaş karşılığını doldurmayanlar ve ek ders karşılığında görevlendirilebilenler,   ·         Ücret karşılığında görevlendirilen öğretmenler.</s>"
1535,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Uyum sınıflarında haftalık ders çizelgesi nasıldır?[/INST]  Uyum sınıflarında, Milli Eğitim Bakanlığı Hayat Boyu Öğrenme Genel Müdürlüğünün 2019/15 sayılı Genelgesi’nin ekinde bulunan 24 saati Türkçe dersi olmak üzere toplam 30 saatlik haftalık ders çizelgeleri uygulanır. Her bir ders saati 40 dakikadır.</s>"
1536,<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Bakanlıkça yapılan Türkçe Yeterlik Sınavı (TYS) sonuçlarına nasıl ulaşabilirim?[/INST]  https://pictes.meb.gov.tr/izleme/OturumYonetimi/Login internet sitesinden kurum kodu ve şifreleriyle giren okullar TYS sonuçlarına ulaşabilirler. Ayrıca Uyum sınıfında bulunan öğrencilerin TYS sonuçları e-okul sisteminde “Yabancı Öğrenci Uyum İşlemleri Modülü”nde yer almaktadır.</s>
1537,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Okuldaki komisyonlar aracılığıyla yazılı sınav nasıl yapılır?[/INST]  Okulların uygulayacağı yazılı sınav Bakanlık tarafından hazırlanarak https://pictes.meb.gov.tr/izleme/OturumYonetimi/Login ve yobis.meb.gov.tr internet adreslerine yüklenecektir. Bakanlık tarafından sisteme yüklenen sınav, okullar tarafından indirilerek okula yeni gelen ve Bakanlıkça yapılan Türkçe Yeterlik Sınavına katılamayan öğrencilere uygulanır.</s>"
1538,"<s>[INST]<<SYS>>You are an helpfull assistant. Your answers should always be in Turkish.<</SYS>>Uyum sınıfına katılacak öğrenciler nasıl belirlenir?[/INST]  Bakanlıkça yapılan Türkçe Yeterlik Sınavından 60 puanın altında almış öğrenciler uyum sınıfına alınır. Okula yeni gelen ve Bakanlıkça yapılan Türkçe Yeterlik Sınavına katılamayan öğrenciler için okulda ilgili okul müdürü/müdür yardımcısı, sınıf öğretmeni, sınıf rehber öğretmeni, Türkçe/Türk Dili ve Edebiyatı öğretmenlerinden oluşan en az 3 kişilik komisyonca yazılı ve sözlü olarak Türkçe Yeterlik Sınavı yapılır. Bu sınavların ortalamasına göre uyum sınıfına alınırlar.</s>"
